Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(MnMoNbTaV)C5,23,73,50,40.8,13.44,23,46,52,6,48.6,1.92,46,50.9415,180.94788,130.00638,95.138761,34.6521432,50.9415,1519,3290,1771,2527.6,541.28,1519,5,7,2,5.6,0.72,5,4,6,2,4.8,0.64,4,139,170,31,156,8.8,139,1.5,2.16,0.66,1.688,0.1888,1.5,1,2,1,1.6,0.48,1,0,0,0,0,0,0,3,5,2,4,0.8,3,0,14,14,2.8,4.48,0,5,19,14,8.4,4.24,5,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,7,2,6,0.8,5,0,0,0,0,0,0,5,7,2,6.4,0.72,5,10.48758621,18.18,7.692413793,15.09751724,2.67897931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,217,229,12,226.6,3.84,217,FALSE,0.103179905,0.013800675,-0.097681404,0.005955091,-0.111972504,Mn0.11549520789777357 Mo0.20169283864601287 Nb0.19531531697441273 Ta0.38040328918259436 V0.10709334729920643 ,Mn0.2Mo0.2Nb0.2Ta0.2V0.2,0.036103885,12.43436726,-0.004744363,2.8,1.058291211,-0.013380867,95.138761,475.673805,-10.26541198,0.05436785,0.128,5.6,2.72,6.144,22,2,0,20,0,68.992,0.396802965,14.9344,-0.070811078,3.836945141,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ta,-0.182464,d,Ta,-0.182464,0,1.6,0,4,2.8,0.19047619,0,0.476190476,0.333333333,-0.004744363,0.015465423,0,0.042591771,0.063267424,128
(HfMoTaTiZr)C5,22,73,51,49.8,18.16,22,43,50,7,46,2.4,43,47.867,180.94788,133.08088,118.897776,48.6569312,47.867,1941,3290,1349,2552.2,432.64,1941,4,6,2,4.6,0.72,4,4,6,2,5.2,0.64,4,154,175,21,166.8,7.84,154,1.3,2.16,0.86,1.566,0.2376,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,2.8,0.96,2,0,14,14,5.6,6.72,0,4,19,15,10.2,6.64,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,7.2,0.96,5,0,0,0,0,0,0,6,8,2,7.4,0.72,6,15.69,23.195,7.505,19.179,2.8148,15.69,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,208,16.8,194,FALSE,0.168812602,0.022594595,-0.071700361,0.029715079,-0.023912677,Hf0.30025120911291436 Mo0.1613877584306852 Ta0.30438579055643755 Ti0.08052061530958525 Zr0.15345462659037762 ,Hf0.2Mo0.2Ta0.2Ti0.2Zr0.2,0.054344596,17.78679597,0.010120923,4.32,1.080353556,-0.013380867,118.897776,594.46888,-4.530764792,0.107720919,0.228,4.6,1.92,6.492,15,1,0,14,0,62.184,0.472142122,15.412,-0.094397921,3.673822434,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Ti,-0.167106,s,Ti,-0.167106,0,1.8,0,2.8,5.6,0.176470588,0,0.274509804,0.549019608,0.010120923,0.018118925,0.063887656,0.063887656,0.063887656,61
(HfNbTaWZr)C5,40,74,34,60,15.6,40,44,51,7,47,2,44,91.224,183.84,92.616,145.481652,42.7331696,91.224,2128,3695,1567,2873.8,494.96,2128,4,6,2,4.8,0.64,4,5,6,1,5.6,0.48,5,162,175,13,169.2,4.96,162,1.3,2.36,1.06,1.618,0.2968,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,4,2,3,0.8,2,0,14,14,8.4,6.72,0,4,20,16,13.2,6.96,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,6,8,2,7,0.8,6,0,0,0,0,0,0,6,8,2,7.2,0.64,6,16.05,23.195,7.145,19.549,2.5188,16.05,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,215,16.8,194,FALSE,0.244896158,0.033652545,-0.109675419,0.008036025,-0.050157512,Hf0.24537802196527161 Nb0.1277224704597113 Ta0.2487569772716081 W0.2527329013283407 Zr0.12540962897506827 ,Hf0.2Nb0.2Ta0.2W0.2Zr0.2,0.060727485,15.02106837,0.009859631,4.88,1.099161033,-0.013380867,145.481652,727.40826,-3.628387468,0.117927723,0.252,4.8,2.56,7.452,16,1,0,15,0,69.25,0.630176197,21.5136,-0.153028013,3.837242476,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Ta,-0.174814,s,Hf,-0.166465,0.008349,1.8,0,3,8.4,0.136363636,0,0.227272727,0.636363636,0.009859631,0.013366447,0.063887656,0.063887656,0.063887656,59
(CrMoNbTaTi)C5,22,73,51,40.4,13.92,22,43,50,7,47.4,1.92,43,47.867,180.94788,133.08088,93.935472,35.6147744,47.867,1941,3290,1349,2611.4,440.72,1941,4,6,2,5.2,0.64,4,4,6,2,4.8,0.64,4,139,170,31,157.4,8.72,139,1.5,2.16,0.66,1.692,0.1872,1.5,1,2,1,1.4,0.48,1,0,0,0,0,0,0,2,5,3,3.8,1.04,2,0,14,14,2.8,4.48,0,4,19,15,8,4.4,4,0,1,1,0.6,0.48,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,18.18,6.99,15.974,2.0272,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,222,11.2,194,FALSE,0.103179905,0.013818729,-0.194413088,-0.076040074,-0.126921264,Cr0.11071071046347489 Mo0.20427658154872733 Nb0.19781736200194966 Ta0.3852763640284483 Ti0.10191898195739973 ,Cr0.2Mo0.2Nb0.2Ta0.2Ti0.2,0.037687954,6.617953707,-0.003301865,2.72,1.067676551,-0.013380867,93.935472,469.65736,-9.42061225,0.081836564,0.184,5.2,5.28,6.288,22,3,0,19,0,75.596,0.462872523,18.7936,-0.101438443,3.797650051,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Mo,-0.153347,d,Mo,-0.153347,0,1.4,0,3.8,2.8,0.175,0,0.475,0.35,-0.003301865,0.022605168,0,0.062853936,0.075424723,94
(NbTaTiWZr)C5,22,74,52,50,18.8,22,43,51,8,46.6,2.48,43,47.867,183.84,135.973,119.357052,50.4295104,47.867,1941,3695,1754,2760.8,585.36,1941,4,6,2,4.8,0.64,4,4,6,2,5.2,0.64,4,160,175,15,166.2,5.04,160,1.33,2.36,1.03,1.666,0.2776,1.33,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,4,2,3,0.8,2,0,14,14,5.6,6.72,0,4,20,16,10.4,7.28,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,6,8,2,7,0.8,6,0,0,0,0,0,0,6,8,2,7.2,0.64,6,16.05,23.195,7.145,18.447,1.8992,16.05,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.232966652,0.029239529,-0.126246579,-0.010510624,-0.068799938,Nb0.15567807422053284 Ta0.3032043385253851 Ti0.08020808020627049 W0.30805050379427934 Zr0.15285900325353208 ,Nb0.2Ta0.2Ti0.2W0.2Zr0.2,0.051862609,11.54434284,0.011595107,3.92,1.099968728,-0.013380867,119.357052,596.78526,-4.974798808,0.110023818,0.236,4.8,3.2,7.134,16,1,0,15,0,66.524,0.67609783,21.5136,-0.172045145,3.84640566,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.8,0,3,5.6,0.173076923,0,0.288461538,0.538461538,0.011595107,0.020253011,0.063887656,0.063887656,0.063887656,58
(HfNbTiWZr)C5,22,74,52,49.8,18.56,22,43,51,8,46,2.4,43,47.867,183.84,135.973,118.865476,49.8396192,47.867,1941,3695,1754,2604,494.8,1941,4,6,2,4.6,0.72,4,4,6,2,5.2,0.64,4,160,175,15,167.2,6.24,160,1.3,2.36,1.06,1.626,0.2936,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,4,2,2.8,0.96,2,0,14,14,5.6,6.72,0,4,20,16,10.2,7.04,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,6,8,2,7.2,0.96,6,0,0,0,0,0,0,6,8,2,7.4,0.72,6,16.05,23.195,7.145,19.263,2.7476,16.05,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,208,16.8,194,FALSE,0.244896158,0.033349863,-0.122488836,-0.012940214,-0.059476357,Hf0.30032269420264635 Nb0.15632189114356465 Ti0.08053978600144586 W0.309324466929321 Zr0.15349116172302207 ,Hf0.2Nb0.2Ti0.2W0.2Zr0.2,0.062765269,11.4617688,0.009692606,4.96,1.099311227,-0.013380867,118.865476,594.32738,-3.396608259,0.120498248,0.252,4.6,3.04,6.802,15,1,0,14,0,63.384,0.714130104,20.2576,-0.182535464,3.706988209,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Ti,-0.167106,s,Ti,-0.167106,0,1.8,0,2.8,5.6,0.176470588,0,0.274509804,0.549019608,0.009692606,0.016260196,0.063887656,0.063887656,0.063887656,53
(CrNbTaTiV)C5,22,73,51,36.6,16.32,22,43,49,6,46.6,1.68,43,47.867,180.94788,133.08088,84.931772,41.5962864,47.867,1941,3290,1349,2468.8,440.96,1941,4,6,2,5,0.4,4,4,6,2,4.6,0.72,4,139,170,31,157.2,8.96,139,1.5,1.66,0.16,1.586,0.0528,1.5,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.4,0.88,2,0,14,14,2.8,4.48,0,4,19,15,7.8,4.48,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.6,0.88,5,0,0,0,0,0,0,6,8,2,7,0.4,6,11.19,18.18,6.99,15.438,2.6704,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,222,11.2,194,FALSE,0.006379564,0.000854323,-0.144848792,-0.037882733,-0.078018443,Cr0.1224420467760875 Nb0.21877885698652322 Ta0.4261017419959164 Ti0.1127187126155804 V0.11995864162589234 ,Cr0.2Nb0.2Ta0.2Ti0.2V0.2,0.041612476,8.602782283,-0.003398318,3.12,1.067855388,-0.013380867,84.931772,424.65886,-7.727466624,0.068160802,0.152,5,3.84,5.986,19,2,0,17,0,61.736,0.480055779,15.0232,-0.095804031,3.741046815,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ti,-0.17001,d,Ti,-0.17001,0,1.6,0,3.4,2.8,0.205128205,0,0.435897436,0.358974359,-0.003398318,0.018126674,0,0.062853936,0.075424723,85
(CrMoNbTaV)C5,23,73,50,40.6,13.68,23,46,50,4,48,1.2,46,50.9415,180.94788,130.00638,94.550372,35.1228544,50.9415,2180,3290,1110,2659.8,382.64,2180,5,6,1,5.4,0.48,5,4,6,2,4.8,0.64,4,139,170,31,156,8.8,139,1.5,2.16,0.66,1.71,0.18,1.5,1,2,1,1.4,0.48,1,0,0,0,0,0,0,3,5,2,4,0.8,3,0,14,14,2.8,4.48,0,5,19,14,8.2,4.32,5,0,1,1,0.6,0.48,0,0,0,0,0,0,0,5,7,2,6,0.8,5,0,0,0,0,0,0,6,7,1,6.6,0.48,6,11.19,18.18,6.99,15.238,2.5104,11.19,0,0,0,0,0,0,0,0,0,0,0,0,229,229,0,229,0,229,FALSE,0.103179905,0.012857214,-0.172506077,-0.05516339,-0.117366262,Cr0.10999068266733703 Mo0.2029480306235336 Nb0.1965308198182369 Ta0.38277064719098897 V0.10775981969990343 ,Cr0.2Mo0.2Nb0.2Ta0.2V0.2,0.04026173,7.670351191,-0.004988818,3.12,1.067963264,-0.013380867,94.550372,472.73186,-8.254663647,0.062654319,0.144,5.4,4.64,6.38,23,3,0,20,0,77.028,0.436165831,18.2208,-0.090139214,3.836838152,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Mo,-0.153347,d,Mo,-0.153347,0,1.4,0,4,2.8,0.170731707,0,0.487804878,0.341463415,-0.004988818,0.017547804,0,0.021295885,0.038332594,108
(HfMoNbTaV)C5,23,73,50,50.2,17.84,23,45,50,5,47.2,1.44,45,50.9415,180.94788,130.00638,119.849152,47.8958304,50.9415,2183,3290,1107,2725,304.4,2183,4,6,2,5,0.4,4,4,6,2,5.2,0.64,4,153,175,22,163.2,7.76,153,1.3,2.16,0.86,1.638,0.2088,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.4,0.88,2,0,14,14,5.6,6.72,0,5,19,14,10.6,6.32,5,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.6,0.88,5,0,0,0,0,0,0,6,8,2,7,0.4,6,13.01,22.2,9.19,17.44,2.472,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.168812602,0.019248342,-0.073201816,0.034519627,-0.030863964,Hf0.2978677018157564 Mo0.16010660155865128 Nb0.15504403549006304 Ta0.3019694613929815 V0.08501219974254777 ,Hf0.2Mo0.2Nb0.2Ta0.2V0.2,0.055875687,18.99107398,0.011362876,4.32,1.10500366,-0.013380867,119.849152,599.22576,-4.285865108,0.082524272,0.184,5,1.92,6.848,19,2,0,17,0,64.282,0.430911151,14.3064,-0.078838457,3.771868814,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Hf,-0.166465,s,Hf,-0.166465,0,1.6,0,3.4,5.6,0.150943396,0,0.320754717,0.528301887,0.011362876,0.0216438,0.055901699,0.055901699,0.057498891,72
(HfMoNbTiV)C5,22,72,50,40,14,22,43,50,7,46.2,1.84,43,47.867,178.49,130.623,93.232976,35.1936192,47.867,1941,2896,955,2455.2,314.56,1941,4,6,2,4.8,0.64,4,4,6,2,4.8,0.64,4,153,175,22,161.2,6.64,153,1.3,2.16,0.86,1.646,0.2056,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,14,14,2.8,4.48,0,4,18,14,7.6,4.16,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,6,8,2,7.2,0.64,6,13.01,22.2,9.19,17.154,2.4288,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.168812602,0.018808468,-0.073575559,0.024440108,-0.023675886,Hf0.3829067048853996 Mo0.20581583991655122 Nb0.19930794906510607 Ti0.10268695861252405 V0.10928254752041895 ,Hf0.2Mo0.2Nb0.2Ti0.2V0.2,0.056109803,15.79456932,0.011415151,4.16,1.105165787,-0.013380867,93.232976,466.14488,-4.250174506,0.089469983,0.204,4.8,2.08,6.198,18,2,0,16,0,58.416,0.500097622,13.6232,-0.099023496,3.64383364,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ti,-0.167106,s,Hf,-0.166465,0.000641,1.6,0,3.2,2.8,0.210526316,0,0.421052632,0.368421053,0.011415151,0.018315209,0.055901699,0.055901699,0.057498891,69
(MoNbTaTiW)C5,22,74,52,50.4,18.48,22,43,51,8,47.8,2.24,43,47.867,183.84,135.973,120.304252,49.6717504,47.867,1941,3695,1754,2914.4,462.48,1941,4,6,2,5.2,0.64,4,4,6,2,5.2,0.64,4,154,170,16,162,4,154,1.5,2.36,0.86,1.832,0.3424,1.5,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,0.88,2,0,14,14,5.6,6.72,0,4,20,16,10.8,6.96,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,0.88,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,15.69,18.18,2.49,16.946,0.9632,15.69,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,222,11.2,194,FALSE,0.168812602,0.029678424,-0.199172154,-0.068771901,-0.15232817,Mo0.15950091276616776 Nb0.1544574985595209 Ta0.3008271005118094 Ti0.0795792181715463 W0.30563526999095564 ,Mo0.2Nb0.2Ta0.2Ti0.2W0.2,0.024766471,7.385832995,-0.004510375,1.92,1.04397164,-0.013380867,120.304252,601.50126,-21.81503843,0.090277917,0.208,5.2,5.28,7.248,20,2,0,18,0,82.856,0.544055847,24.6016,-0.133542498,3.927602174,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ti,-0.17001,d,Ti,-0.17001,0,1.6,0,3.6,5.6,0.148148148,0,0.333333333,0.518518519,-0.004510375,0.021949179,0.063887656,0.074018739,0.092220388,75
(AlHfNbTaV)C5,13,73,60,44.4,22.48,13,45,73,28,51.8,8.48,45,26.9815386,180.94788,153.9663414,106.0534597,58.93238422,26.9815386,933.47,3290,2356.53,2332.494,619.4072,933.47,4,13,9,6.4,2.64,4,3,6,3,4.8,1.04,3,121,175,54,156.6,15.68,121,1.3,1.63,0.33,1.528,0.1024,1.3,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,4,4,2.4,1.12,0,0,14,14,5.6,6.72,0,3,19,16,10,6.8,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,8,8,5.6,2.24,0,0,0,0,0,0,0,5,8,3,6.8,0.72,5,13.01,22.2,9.19,17.598,2.2824,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,221.2,10.88,194,FALSE,0.02685774,0.003715149,0.212562984,0.270418367,0.163541812,Al0.05088290126740997 Hf0.3366038231496556 Nb0.17520669338895567 Ta0.3412389948950927 V0.09606758729888609 ,Al0.2Hf0.2Nb0.2Ta0.2V0.2,0.054322208,2.191769068,0.011485235,4.16,1.104895923,-0.013380867,106.0534597,530.2672986,-4.534500118,0.0569099,0.116,4.4,14.24,6.162,14,1,1,12,0,46.44,0.306240738,7.9728,-0.044414211,3.624996427,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ta,-0.182464,s,V,-0.175968,0.006496,1.8,0.2,2.4,5.6,0.18,0.02,0.24,0.56,0.011485235,0.019012688,0.055901699,0.061225671,0.062290465,103
(HfTaTiWZr)C5,22,74,52,56.2,20.16,22,43,51,8,46.2,2.64,43,47.867,183.84,135.973,136.473776,53.5426208,47.867,1941,3695,1754,2712,624.4,1941,4,6,2,4.6,0.72,4,4,6,2,5.4,0.72,4,160,175,15,168.4,5.92,160,1.3,2.36,1.06,1.606,0.3016,1.3,2,2,0,2,0,2,0,0,0,0,0,0,2,4,2,2.6,0.72,2,0,14,14,8.4,6.72,0,4,20,16,13,7.2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,7.4,0.72,6,0,0,0,0,0,0,6,8,2,7.4,0.72,6,16.05,23.195,7.145,19.251,2.7572,16.05,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,208,16.8,194,FALSE,0.244896158,0.033777656,-0.133891711,-0.018953743,-0.06603236,Hf0.2615740624044871 Ta0.2651760437844117 Ti0.07014827522615039 W0.26941439650647603 Zr0.1336872220784746 ,Hf0.2Ta0.2Ti0.2W0.2Zr0.2,0.0615898,10.80027106,0.009780593,4.96,1.099211034,-0.013380867,136.473776,682.36888,-3.527497009,0.120498248,0.252,4.6,3.36,6.908,13,0,0,13,0,69.624,0.622959562,21.364,-0.149637431,3.759511631,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Ta,-0.174814,s,Ta,-0.174814,0,2,0,2.6,8.4,0.153846154,0,0.2,0.646153846,0.009780593,0.015579144,0.063887656,0.063887656,0.072038597,49
(HfMoTaTiV)C5,22,73,51,46.4,20.88,22,43,50,7,46.4,2.08,43,47.867,180.94788,133.08088,110.841276,55.1021312,47.867,1941,3290,1349,2563.2,423.84,1941,4,6,2,4.8,0.64,4,4,6,2,5,0.8,4,153,175,22,162.4,8.08,153,1.3,2.16,0.86,1.626,0.2152,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3,0.8,2,0,14,14,5.6,6.72,0,4,19,15,10.4,6.48,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,7,0.8,5,0,0,0,0,0,0,6,8,2,7.2,0.64,6,13.01,22.2,9.19,17.142,2.4144,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.168812602,0.019567158,-0.078709046,0.023915548,-0.02596958,Hf0.32207576086586615 Mo0.1731186536919222 Ta0.3265108752762924 Ti0.0863734687958228 V0.09192124137009647 ,Hf0.2Mo0.2Ta0.2Ti0.2V0.2,0.056161129,15.31153473,0.011357468,4.32,1.105057633,-0.013380867,110.841276,554.18638,-4.242409581,0.089469983,0.204,4.8,2.24,6.304,16,1,0,15,0,64.656,0.422940688,14.0072,-0.075830498,3.69546224,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.8,0,3,5.6,0.173076923,0,0.288461538,0.538461538,0.011357468,0.020511437,0.055901699,0.055901699,0.057498891,68
(CrNbTaVW)C5,23,74,51,47,21.2,23,46,51,5,48.2,1.44,46,50.9415,183.84,132.8985,112.126372,56.2140544,50.9415,2180,3695,1515,2819.6,538.32,2180,5,6,1,5.4,0.48,5,4,6,2,5,0.8,4,139,170,31,157.6,9.28,139,1.5,2.36,0.86,1.75,0.244,1.5,1,2,1,1.6,0.48,1,0,0,0,0,0,0,3,5,2,3.8,0.64,3,0,14,14,5.6,6.72,0,5,20,15,11,6.8,5,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,7,2,6.2,0.64,5,0,0,0,0,0,0,6,7,1,6.6,0.48,6,11.19,18.18,6.99,15.31,2.568,11.19,0,0,0,0,0,0,0,0,0,0,0,0,229,229,0,229,0,229,FALSE,0.168812602,0.022309567,-0.205846391,-0.078595854,-0.138415648,Cr0.0927455318004938 Nb0.1657172676558196 Ta0.3227570406005823 V0.0908644399909773 W0.3279157199521268 ,Cr0.2Nb0.2Ta0.2V0.2W0.2,0.041324802,7.145585614,-0.004888391,3.12,1.068107771,-0.013380867,112.126372,560.63186,-7.835427202,0.071211811,0.168,5.4,5.28,6.796,21,2,0,19,0,84.468,0.51970847,24.1008,-0.121934905,3.92632957,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ta,-0.182464,d,Ta,-0.182464,0,1.6,0,3.8,5.6,0.145454545,0,0.345454545,0.509090909,-0.004888391,0.010571319,0,0.042591771,0.051110125,101
