Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(MnNbTaVZr)C5,23,73,50,40.4,13.28,23,44,52,8,47.4,2.08,44,50.9415,180.94788,130.00638,94.191561,34.7025276,50.9415,1519,3290,1771,2374,516.8,1519,4,7,3,5.2,0.72,4,4,6,2,4.8,0.64,4,139,175,36,160.2,11.36,139,1.33,1.63,0.3,1.522,0.0856,1.33,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.4,0.88,2,0,14,14,2.8,4.48,0,4,19,15,8,4.4,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.6,0.88,5,0,0,0,0,0,0,5,8,3,6.8,0.72,5,10.48758621,23.195,12.70741379,16.59851724,3.87977931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,219.6,11.28,194,FALSE,0.022248763,0.002772841,-0.137124414,-0.034573559,-0.114541116,Mn0.11665173486189491 Nb0.19727113345111671 Ta0.38421250922893185 V0.1081657410901174 Zr0.1936988813679391 ,Mn0.2Nb0.2Ta0.2V0.2Zr0.2,0.065063117,8.632113531,-0.003387852,5.04,1.115215936,-0.013380867,94.191561,470.957805,-3.160927372,0.082633089,0.176,5.2,3.68,6.03,18,1,0,17,0,52.66,0.321963483,9.2768,-0.048938113,3.757622807,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0,3.4,2.8,0.225,0,0.425,0.35,-0.003387852,0.025348076,0.055901699,0.055901699,0.055901699,27
(CrHfMoVZr)C5,23,72,49,40.2,13.44,23,44,50,6,46.8,2.16,44,50.9415,178.49,127.5485,93.72232,34.802144,50.9415,2128,2896,768,2378.6,257.92,2128,4,6,2,5,0.8,4,4,6,2,4.8,0.64,4,139,175,36,159.2,12.64,139,1.3,2.16,0.86,1.616,0.2408,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.4,1.28,2,0,14,14,2.8,4.48,0,4,18,14,7.8,4.08,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.6,1.28,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,23.195,12.005,17.057,4.5124,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,215,16.8,194,FALSE,0.168812602,0.022548827,-0.237152538,-0.122337521,-0.114084842,Cr0.11096250978463974 Hf0.38090738288949266 Mo0.20474118614162096 V0.10871193593739195 Zr0.19467698524685462 ,Cr0.2Hf0.2Mo0.2V0.2Zr0.2,0.083030941,5.100597721,-0.001531802,6.4,1.124774886,-0.013380867,93.72232,468.5916,-1.940905242,0.123667371,0.276,5,6.24,5.784,19,2,0,17,0,73.222,0.486884018,18.7536,-0.109610977,3.638812845,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Mo,-0.153347,d,Mo,-0.153347,0,1.6,0,3.4,2.8,0.205128205,0,0.435897436,0.358974359,-0.001531802,0.015146125,0.055901699,0.055901699,0.055901699,31
(CrHfMoWZr)C5,24,74,50,50.4,18.08,24,44,51,7,47.8,2.64,44,51.9961,183.84,131.8439,120.30202,48.690384,51.9961,2128,3695,1567,2681,491.6,2128,4,6,2,5.2,0.96,4,4,6,2,5.2,0.64,4,139,175,36,161,11.6,139,1.3,2.36,1.06,1.762,0.3984,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,1.28,2,0,14,14,5.6,6.72,0,4,20,16,10.8,6.56,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,1.28,5,0,0,0,0,0,0,6,8,2,6.8,0.96,6,11.19,23.195,12.005,17.665,4.026,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,215,16.8,194,FALSE,0.244896158,0.041987213,-0.27992816,-0.148760288,-0.158428683,Cr0.08644547931877847 Hf0.29674636373898755 Mo0.1595038721335563 W0.3056409407237126 Zr0.15166334408496496 ,Cr0.2Hf0.2Mo0.2W0.2Zr0.2,0.081814869,4.982514431,-0.001488553,6.32,1.124709835,-0.013380867,120.30202,601.4901,-1.99903209,0.137156593,0.3,5.2,7.2,6.502,20,2,0,18,0,94.522,0.466864974,24.116,-0.107255388,3.780026022,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Mo,-0.153347,d,Zr,-0.150673,0.002674,1.6,0,3.6,5.6,0.148148148,0,0.333333333,0.518518519,-0.001488553,0.016881554,0.055901699,0.055901699,0.055901699,31
(IrMnMoTiW)C5,22,77,55,48,22,22,43,60,17,51.2,3.84,43,47.867,192.217,144.35,114.964409,58.4512728,47.867,1519,3695,2176,2558,662.4,1519,4,9,5,6.4,1.28,4,4,6,2,5,0.8,4,139,162,23,151.2,8.96,139,1.54,2.36,0.82,1.962,0.3336,1.54,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,4.6,1.28,2,0,14,14,5.6,6.72,0,4,23,19,12,7.6,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,5.4,1.28,3,0,0,0,0,0,0,3,8,5,5.6,1.28,3,10.48758621,16.69,6.202413793,14.62551724,1.82137931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,218.8,10.64,194,FALSE,0.154730696,0.028265542,-0.731614269,-0.547713669,-0.472273237,Ir0.3344055604395075 Mn0.0955773304529562 Mo0.1669096358207981 Ti0.08327562578522141 W0.3198318475015168 ,Ir0.2Mn0.2Mo0.2Ti0.2W0.2,0.025067877,1.797702588,-0.004398875,1.92,1.045072842,-0.013380867,114.964409,574.802045,-21.29360143,0.121462548,0.308,6.4,19.04,6.086,24,1,0,23,0,118.912,0.49864311,33.408,-0.117395461,4.116608311,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,s,Ir,-0.195511,s,Mn,-0.191136,0.004375,1.8,0,4.6,5.6,0.15,0,0.383333333,0.466666667,-0.004398875,0.016092225,0,0.042591771,0.057188775,66
(CrNbSiVW)C5,14,74,60,35.2,17.84,14,46,78,32,54.2,9.52,46,28.0855,183.84,155.7545,81.553896,45.4554352,28.0855,1687,3695,2008,2499,578.8,1687,5,14,9,7.2,2.72,5,3,6,3,4.4,0.88,3,111,164,53,145.8,16.64,111,1.6,2.36,0.76,1.83,0.24,1.6,1,2,1,1.6,0.48,1,0,2,2,0.4,0.64,0,0,5,5,3.2,1.36,0,0,14,14,2.8,4.48,0,4,20,16,8,4.8,4,0,1,1,0.4,0.48,0,0,4,4,0.8,1.28,0,0,7,7,4.8,1.92,0,0,0,0,0,0,0,4,7,3,6,0.8,4,11.19,20.44,9.25,15.774,2.9392,11.19,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,227,229,2,228.6,0.64,227,FALSE,0.134458538,0.019278588,0.335691738,0.419005475,0.308735382,Cr0.12751346667730012 Nb0.22784044553800348 Si0.06887592470137785 V0.12492720151591531 W0.4508429615674033 ,Cr0.2Nb0.2Si0.2V0.2W0.2,0.084648127,1.09996007,-0.015149877,5.68,1.169004355,-0.013380867,81.553896,407.76948,-1.867452397,0.064318615,0.156,5.2,30.4,6.102,20,2,2,16,0,78.68,0.602067486,24.6424,-0.15827001,4.045840156,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,V,-0.175968,p,Si,-0.153293,0.022675,1.6,0.4,3.2,2.8,0.2,0.05,0.4,0.35,-0.015149877,0.023546238,0,0.039929785,0.061670233,51
(CrMoSiTaTi)C5,14,73,59,35,18,14,43,78,35,53.6,9.76,43,28.0855,180.94788,152.86238,80.971296,45.9861152,28.0855,1687,3290,1603,2398.8,555.36,1687,4,14,10,7,2.8,4,3,6,3,4.4,0.88,3,111,170,59,146.8,17.44,111,1.5,2.16,0.66,1.752,0.2224,1.5,1,2,1,1.6,0.48,1,0,2,2,0.4,0.64,0,0,5,5,3,1.6,0,0,14,14,2.8,4.48,0,4,19,15,7.8,4.48,4,0,1,1,0.4,0.48,0,0,4,4,0.8,1.28,0,0,8,8,5,2,0,0,0,0,0,0,0,4,8,4,6.2,1.04,4,11.19,20.44,9.25,16.426,2.3888,11.19,0,0.773,0.773,0.1546,0.24736,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,221.6,11.04,194,FALSE,0.103179905,0.014716512,0.166187474,0.267197738,0.205070612,Cr0.128437289050631 Mo0.23698457214132482 Si0.0693749239198997 Ta0.4469653525294954 Ti0.1182378623586491 ,Cr0.2Mo0.2Si0.2Ta0.2Ti0.2,0.094892044,0.928762248,0.004207467,6.56,1.177709846,-0.013380867,80.971296,404.83648,-1.486019969,0.085192268,0.192,5,34.56,5.7,19,2,2,15,0,76.048,0.453754822,18.4632,-0.097360241,3.968689667,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ti,-0.167106,s,Ti,-0.167106,0,1.6,0.4,3,2.8,0.205128205,0.051282051,0.384615385,0.358974359,0.004207467,0.015861016,0,0.039929785,0.049512934,49
(HfMnTaWZr)C5,25,74,49,56.8,19.44,25,44,52,8,48,2.8,44,54.938045,183.84,128.901955,137.887985,51.84557,54.938045,1519,3695,2176,2627.6,691.92,1519,4,7,3,5.2,1.04,4,4,6,2,5.4,0.72,4,139,175,36,164.2,10.96,139,1.3,2.36,1.06,1.608,0.3008,1.3,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,14,14,8.4,6.72,0,4,20,16,13.6,6.48,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,5,8,3,6.8,1.04,5,10.48758621,23.195,12.70741379,18.01051724,3.79337931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,212.6,14.88,194,FALSE,0.244896158,0.033739367,-0.257193353,-0.130557415,-0.194266133,Hf0.25889130224072826 Mn0.07968503564686945 Ta0.26245634092049425 W0.2666512241802649 Zr0.13231609701164318 ,Hf0.2Mn0.2Ta0.2W0.2Zr0.2,0.075561937,5.35968988,-0.00109367,6,1.114266339,-0.013380867,137.887985,689.439925,-2.343570824,0.124461181,0.284,5.2,6.56,6.522,16,0,0,16,0,77.06,0.527444284,20.9016,-0.115096774,3.815264058,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ta,-0.182464,d,Ta,-0.182464,0,2,0,3.2,8.4,0.147058824,0,0.235294118,0.617647059,-0.00109367,0.021874391,0.084265009,0.084265009,0.084265009,27
(HfIrNbTaTi)C5,22,77,55,57,20.4,22,43,60,17,48.6,4.56,43,47.867,192.217,144.35,138.485652,54.4791696,47.867,1941,3290,1349,2645.2,337.36,1941,4,9,5,5.4,1.44,4,4,6,2,5.4,0.72,4,141,175,34,162,9.2,141,1.3,2.2,0.9,1.628,0.2288,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,3.6,1.52,2,0,14,14,8.4,6.72,0,4,23,19,13.8,7.44,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6.4,1.52,3,0,0,0,0,0,0,3,8,5,6.6,1.44,3,14.21,22.2,7.99,17.88,1.944,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.2,16.16,194,FALSE,0.183313517,0.021525939,-1.35677722,-1.091067856,-0.950132815,Hf0.25777399668811907 Ir0.2775984330853279 Nb0.13417473746666553 Ta0.2613236496153407 Ti0.069129183144547 ,Hf0.2Ir0.2Nb0.2Ta0.2Ti0.2,0.05006787,1.005541729,-0.004083903,3.76,1.095144157,-0.013380867,138.485652,692.42826,-5.337845691,0.164119094,0.332,5.4,35.2,6.78,19,1,0,18,0,81.67,0.796941813,29.9352,-0.223003909,3.972120735,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0,3.6,8.4,0.130434783,0,0.260869565,0.608695652,-0.004083903,0.020802958,0.063887656,0.063887656,0.063887656,40
(HfMnTiWZr)C5,22,74,52,46.6,21.12,22,43,52,9,47,3.6,43,47.867,183.84,135.973,111.271809,55.9145528,47.867,1519,3695,2176,2357.8,594.16,1519,4,7,3,5,1.2,4,4,6,2,5,0.8,4,139,175,36,162.2,10.24,139,1.3,2.36,1.06,1.616,0.2976,1.3,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,3,1.2,2,0,14,14,5.6,6.72,0,4,20,16,10.6,6.72,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,7,1.2,5,0,0,0,0,0,0,5,8,3,7,1.2,5,10.48758621,23.195,12.70741379,17.72451724,3.978386207,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,205.6,13.92,194,FALSE,0.244896158,0.033476584,-0.308856105,-0.185540585,-0.225688959,Hf0.3208180070120007 Mn0.0987456670179596 Ti0.0860361675255949 W0.33043409944022745 Zr0.16396605900421732 ,Hf0.2Mn0.2Ti0.2W0.2Zr0.2,0.076548618,3.943675969,-0.001092253,6,1.114442893,-0.013380867,111.271809,556.359045,-2.283544842,0.128921975,0.284,5,8,5.872,15,0,0,15,0,71.194,0.610332228,21.992,-0.14714008,3.685755842,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ti,-0.17001,d,Ti,-0.17001,0,2,0,3,5.6,0.188679245,0,0.283018868,0.528301887,-0.001092253,0.018484456,0.063887656,0.063887656,0.063887656,26
(AlCrHfMoZr)C5,13,72,59,38.2,15.76,13,44,73,29,52.2,8.32,44,26.9815386,178.49,151.5084614,88.93032772,39.55320674,26.9815386,933.47,2896,1962.53,2128.694,478.3672,933.47,4,13,9,6.6,2.56,4,3,6,3,4.6,0.88,3,121,175,54,152.8,18.24,121,1.3,2.16,0.86,1.612,0.2384,1.3,1,2,1,1.6,0.48,1,0,1,1,0.2,0.32,0,0,5,5,2.8,1.76,0,0,14,14,2.8,4.48,0,3,18,15,7.4,4.24,3,0,1,1,0.4,0.48,0,0,5,5,1,1.6,0,0,8,8,5.2,2.24,0,0,0,0,0,0,0,5,8,3,6.6,1.12,5,11.19,23.195,12.005,17.751,3.9572,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,214.2,16.16,194,FALSE,0.168812602,0.022527284,-0.03399808,0.046839746,0.031437485,Al0.06068290300923269 Cr0.11694197057977872 Hf0.4014334215217046 Mo0.21577411877860012 Zr0.20516758611068395 ,Al0.2Cr0.2Hf0.2Mo0.2Zr0.2,0.076368685,1.380027659,-0.016795465,6,1.124321307,-0.013380867,88.93032772,444.6316386,-2.294318071,0.123441858,0.276,4.6,20.64,5.4,17,2,1,14,0,69.24,0.568089848,20.9504,-0.149553184,3.550034077,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.4,d,Zr,-0.150673,d,Zr,-0.150673,0,1.6,0.2,2.8,2.8,0.216216216,0.027027027,0.378378378,0.378378378,-0.016795465,0.016795465,0.063887656,0.063887656,0.073443014,41
(MnNbTiVZr)C5,22,41,19,30.2,8.24,22,43,52,9,46.4,2.48,43,47.867,92.90638,45.03938,67.575385,19.591844,47.867,1519,2750,1231,2104.2,299.36,1519,4,7,3,5,0.8,4,4,5,1,4.4,0.48,4,139,175,36,158.2,9.76,139,1.33,1.63,0.3,1.53,0.08,1.33,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,4,7,3,5,0.8,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,5,8,3,7,0.8,5,10.48758621,23.195,12.70741379,16.31251724,3.65097931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,212.6,14.88,194,FALSE,0.022248763,0.002747851,-0.17411696,-0.076710798,-0.13658504,Mn0.1625978009596246 Nb0.27497107119700465 Ti0.14166992907254616 V0.15076939628238892 Zr0.26999180248843574 ,Mn0.2Nb0.2Ti0.2V0.2Zr0.2,0.064695881,6.068107743,0.010756939,4.88,1.115396195,-0.013380867,67.575385,337.876925,-3.196914214,0.087321246,0.196,5,4.64,5.38,17,1,0,16,0,46.794,0.329177547,7.5032,-0.047243941,3.63007121,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0,3.2,0,0.36,0,0.64,0,0.010756939,0.024629005,0.055901699,0.055901699,0.06563786,25
(HfMnNbWZr)C5,25,74,49,50.4,18.08,25,44,52,8,47.8,2.96,44,54.938045,183.84,128.901955,120.279685,48.708252,54.938045,1519,3695,2176,2519.6,562.32,1519,4,7,3,5.2,1.04,4,4,6,2,5.2,0.64,4,139,175,36,163,10,139,1.3,2.36,1.06,1.628,0.2928,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.4,1.12,2,0,14,14,5.6,6.72,0,4,20,16,10.8,6.56,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.6,1.12,5,0,0,0,0,0,0,5,8,3,6.8,1.04,5,10.48758621,23.195,12.70741379,18.02251724,3.80297931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,212.6,14.88,194,FALSE,0.244896158,0.033291587,-0.248847623,-0.127219693,-0.190424096,Hf0.2967915986810241 Mn0.09135049696879402 Nb0.15448390973089093 W0.30568753152288347 Zr0.15168646309640732 ,Hf0.2Mn0.2Nb0.2W0.2Zr0.2,0.076119845,5.26788,-0.001077265,6,1.114383966,-0.013380867,120.279685,601.398425,-2.309343075,0.124461181,0.284,5.2,6.4,6.416,18,1,0,17,0,70.82,0.617505003,22.1416,-0.15058029,3.761961729,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Hf,-0.166465,s,Zr,-0.162391,0.004074,1.8,0,3.4,5.6,0.166666667,0,0.314814815,0.518518519,-0.001077265,0.019629895,0.063887656,0.063887656,0.072038597,26
(IrMnTaTiV)C5,22,77,55,44,24.8,22,43,60,17,49.8,4.96,43,47.867,192.217,144.35,105.382285,64.960124,47.867,1519,3290,1771,2334.4,544.08,1519,4,9,5,6,1.6,4,4,6,2,4.8,0.96,4,139,170,31,152.6,10.08,139,1.5,2.2,0.7,1.684,0.2064,1.5,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4,1.6,2,0,14,14,5.6,6.72,0,4,23,19,11.6,7.52,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,6,1.6,3,0,0,0,0,0,0,3,8,5,6,1.6,3,10.48758621,18.12,7.632413793,14.50351724,2.321186207,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,218.8,10.64,194,FALSE,0.115294095,0.016224531,-1.08123994,-0.861945665,-0.769153033,Ir0.36479945372222666 Mn0.10426428882235758 Ta0.34341232969089636 Ti0.09084449060864451 V0.09667943715587492 ,Ir0.2Mn0.2Ta0.2Ti0.2V0.2,0.035669683,1.109243447,-0.004635181,2.72,1.058413978,-0.013380867,105.382285,526.911425,-10.51685177,0.136798339,0.312,6,28.16,5.624,20,0,0,20,0,88.186,0.707343065,29.6912,-0.184393804,3.99965174,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,V,-0.204634,s,Ir,-0.195511,0.009123,2,0,4,5.6,0.172413793,0,0.344827586,0.482758621,-0.004635181,0.010935831,0,0.042591771,0.051110125,53
(CrMoNbSiTa)C5,14,73,59,38.8,15.84,14,47,78,31,54.4,9.44,47,28.0855,180.94788,152.86238,89.979172,39.9506976,28.0855,1687,3290,1603,2560.6,501.68,1687,5,14,9,7.2,2.72,5,3,6,3,4.6,0.88,3,111,170,59,147.6,18.08,111,1.5,2.16,0.66,1.764,0.2128,1.5,1,2,1,1.4,0.48,1,0,2,2,0.4,0.64,0,0,5,5,3.4,1.52,0,0,14,14,2.8,4.48,0,4,19,15,8,4.4,4,0,1,1,0.6,0.48,0,0,4,4,0.8,1.28,0,0,7,7,4.6,1.84,0,0,0,0,0,0,0,4,7,3,6,0.8,4,11.19,20.44,9.25,16.724,2.6272,11.19,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,227,229,2,228.6,0.64,227,FALSE,0.103179905,0.0136585,0.228851083,0.327759921,0.243818303,Cr0.11557877321979444 Mo0.21325883100284596 Nb0.20651559299047517 Si0.062429444424957584 Ta0.40221735836192674 ,Cr0.2Mo0.2Nb0.2Si0.2Ta0.2,0.095834823,1.024612666,0.004088368,6.64,1.17760531,-0.013380867,89.979172,449.87586,-1.4569262,0.068473964,0.152,5.2,33.44,6.244,22,3,2,17,0,75.674,0.461330802,18.7624,-0.100752671,4.050745432,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,p,Si,-0.153293,p,Si,-0.153293,0,1.4,0.4,3.4,2.8,0.175,0.05,0.425,0.35,0.004088368,0.017561216,0,0.039929785,0.049512934,48
(CrMoNbSiW)C5,14,74,60,39,16,14,47,78,31,55,9.2,47,28.0855,183.84,155.7545,90.557596,40.4134368,28.0855,1687,3695,2008,2641.6,566.48,1687,5,14,9,7.4,2.64,5,3,6,3,4.6,0.88,3,111,164,53,146,16.8,111,1.6,2.36,0.76,1.936,0.2592,1.6,1,2,1,1.4,0.48,1,0,2,2,0.4,0.64,0,0,5,5,3.6,1.44,0,0,14,14,2.8,4.48,0,4,20,16,8.2,4.72,4,0,1,1,0.6,0.48,0,0,4,4,0.8,1.28,0,0,6,6,4.4,1.76,0,0,0,0,0,0,0,4,7,3,5.8,0.72,4,11.19,20.44,9.25,16.31,2.4,11.19,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,227,229,2,228.6,0.64,227,FALSE,0.134458538,0.020056941,0.433014602,0.509378789,0.35966557,Cr0.11484049733375577 Mo0.2118966098265164 Nb0.20519644520798486 Si0.06203066745135112 W0.40603578018039166 ,Cr0.2Mo0.2Nb0.2Si0.2W0.2,0.087780036,1.234179391,0.004783991,6,1.168503071,-0.013380867,90.557596,452.76798,-1.73657179,0.058141489,0.124,5.4,28.64,6.404,23,3,2,18,0,92.54,0.497592924,24.6424,-0.121397984,4.107055013,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,p,Si,-0.153293,p,Si,-0.153293,0,1.4,0.4,3.6,2.8,0.170731707,0.048780488,0.43902439,0.341463415,0.004783991,0.02285062,0.055901699,0.071356753,0.080526414,54
